"osm_type","osm_id","name","address","housenumber","street","city","state","postcode","lat","lon","phone","website","county_fips","county_name"
relation,6022884,Glen Eagle Golf Club,"6150 14th Avenue","6150","14th Avenue",Hudsonville,MI,"49426",42.8790175,-85.8126158,+1 616 457 8800,https://gegolfclub.com/,"26139",Ottawa
relation,6024133,Oakhurst Golf & Country Club,"7000 Oakhurst Lane","7000",Oakhurst Lane,Clarkston,MI,"48348",42.7418655,-83.3384268,+1-248-391-3300,https://www.oakhurstgolf.com/,"26125",Oakland
relation,6028936,Pheasant Run Golf Club,"46500 Summit Parkway","46500",Summit Parkway,Canton,MI,"48188",42.29599,-83.5066195,+1-734-397-6460,http://www.canton-mi.org/pheasantrungolf/,"26163",Wayne
relation,6031909,Fellows Creek Municipal Golf Club,"2936 South Lotz Road","2936",South Lotz Road,Canton,MI,"48188",42.288849,-83.4356131,+1 734 728 1300,https://www.fellowscreekgolf.com/,"26163",Wayne
relation,6031937,The Captain's Club at Woodfield,"10200 Woodfield Drive","10200",Woodfield Drive,Grand Blanc,MI,"48439",42.8759795,-83.582271,+1-810-695-4653,https://www.captainsclubatwoodfield.com/,"26049",Genesee
relation,6106365,Brookwood Golf Club,"998 Brookwood Lane","998",Brookwood Lane,Rochester Hills,MI,"48309",42.6911839,-83.1744217,+1-248-651-1300,http://www.mybrookwood.com/,"26125",Oakland
relation,6108818,Paint Creek Country Club,"2375 Stanton Road","2375",Stanton Road,Lake Orion,MI,"48362",42.7969412,-83.2922204,+1 248 693 4695,https://www.paintcreekgolf.com/,"26125",Oakland
relation,6109495,Travis Pointe Country Club,"2829 Travis Pointe Road","2829",Travis Pointe Road,Ann Arbor,MI,"48108",42.2140612,-83.7852638,+1-734-662-2582,https://travispointe.com/,"26161",Washtenaw
relation,6141278,Broadmoor Country Club,"616-891-8000 Kraft Avenue Southeast","616-891-8000",Kraft Avenue Southeast,Caledonia,MI,"49316",42.8212458,-85.5343946,+1-616-891-8000,https://www.golfbroadmoor.com/,"26081",Kent
relation,6799850,Bandemer Park Disc Golf,"","","","",MI,"",42.2995724,-83.7436228,"","","26161",Washtenaw
relation,8273976,Selfridge ANGB Golf Course,South Perimeter Road,"",South Perimeter Road,Selfridge ANGB,MI,"48045",42.602991,-82.8107826,"","","26099",Macomb
relation,8443784,Mountain Ridge,"","","","",MI,"",44.5230363,-86.0085923,+1-855-995-5146,https://www.crystalmountain.com/golf/course-info-mountain-ridge,"26019",Benzie
relation,9285467,TPC Michigan,"","","","",MI,"",42.3066905,-83.2042226,"",http://tpcmichigangc.com/,"26163",Wayne
relation,9646157,Boulder Pointe Golf Club,"1 Champions Circle","1",Champions Circle,Oxford,MI,"48371",42.8369969,-83.2801016,+1-248-969-1500,https://www.boulderpointe.net/,"26125",Oakland
relation,10580845,Gateway Lodge Golf Course,"","","","",WI,"",46.1629023,-89.2107043,"","","26053",Gogebic
relation,10580845,Gateway Lodge Golf Course,"","","","",MI,"",46.1629023,-89.2107043,"","","26053",Gogebic
relation,11096628,Copper Creek Golf Course,"","","","",MI,"",42.5034647,-83.4233959,"",http://www.coppercreekgolf.net/,"26125",Oakland
relation,11133840,Thunder Bay Resort,"27800 M-32","27800",M-32,Hillman,MI,"49746",45.0619081,-83.8838661,+1-989-742-4875,https://www.thunderbayresort.com/golf,"26119",Montmorency
relation,11228724,Whispering Pines Golf Club,"2500 Whispering Pines Drive","2500",Whispering Pines Drive,Pinckney,MI,"48169",42.4552435,-83.892004,+1-734-878-0009,http://www.whisperingpinesgc.com/,"26093",Livingston
relation,11762694,The Links at Bowen Lake,"12990 Bradshaw Street Northeast","12990",Bradshaw Street Northeast,Gowen,MI,"49326",43.2333396,-85.3423078,+1-616-984-9916,https://www.linksatbowenlake.com/,"26081",Kent
relation,11845365,Rolling Hills Golf Club,"3274 Davison Road","3274",Davison Road,Lapeer,MI,"48446",43.0511308,-83.3535759,+1-810-664-2281,http://www.rollinghillsgolfmichigan.com/,"26087",Lapeer
relation,11983569,Boulder Creek Golf Club,"5750 Brewer Avenue Northeast","5750",Brewer Avenue Northeast,Belmont,MI,"49306",43.0702277,-85.5631339,+1-616-363-1330,https://bouldercreekgolfclub.com/,"26081",Kent
relation,12300845,Benona Shores Golf Course,"866-252-6840 Scenic Drive","866-252-6840",Scenic Drive,Shelby,MI,"49455",43.5828317,-86.5040092,+1-866-252-6840,https://www.benonashores.com/,"26127",Oceana
relation,12558245,Indian Lake Hills Golf Course,"55321 Brush Lake Road","55321",Brush Lake Road,Eau Claire,MI,"49111",41.9934885,-86.225378,+1-269-782-2540,https://www.indianlakehills.com/,"26021",Berrien
relation,12591529,Red Oaks Golf Course,"29600 John R Road","29600",John R Road,Madison Heights,MI,"48071",42.5145444,-83.0996736,+1-248-541-5030,http://www.destinationoakland.com/parksandtrails/golf/redoaks/Pages/default.aspx,"26125",Oakland
relation,12684814,Point O' Woods,"","","","",MI,"",42.1383038,-86.3569714,"",https://www.pointowoods.com/,"26021",Berrien
relation,13120888,Twin Lakes Golf & Swim Club,"455 Twin Lakes Drive","455",Twin Lakes Drive,Oakland,MI,"48363",42.7663365,-83.1283765,"",https://www.mytwinlakesgc.com/,"26125",Oakland
relation,13328534,Warwick Hills Golf & Country Club,G-9057 South Saginaw Road,G-9057,South Saginaw Road,Grand Blanc,MI,"48439",42.8957813,-83.5968072,+1-810-694-4103,https://www.warwickhills.org/,"26049",Genesee
relation,13434414,St. Clair Golf Club,"","","","",MI,"",42.8537544,-82.4814534,"","","26147",St. Clair
relation,13531846,Fieldstone Golf Club,"1984 Taylor Road","1984",Taylor Road,Auburn Hills,MI,"48326",42.6872581,-83.2565101,+1-248-370-9354,https://www.fieldstonegolfclub.com/,"26125",Oakland
relation,13557578,Indianwood Golf & Country Club,"1081 Indianwood Road","1081",Indianwood Road,Lake Orion,MI,"48361",42.7829162,-83.2782079,+1-248-693-9100,https://www.iwgcc.com/,"26125",Oakland
relation,13892528,Tanglewood Golf Club,"53503 10 Mile Road","53503","10 Mile Road",South Lyon,MI,"48178",42.455993,-83.5817801,+1-248-486-3355,https://www.tanglewoodlion.com/,"26125",Oakland
relation,14006407,Shenandoah Country Club,"5600 Walnut Lake Road","5600",Walnut Lake Road,West Bloomfield,MI,"48323",42.5610572,-83.3974303,"",https://shenandoahcc.net/,"26125",Oakland
relation,14031738,Orchard Lake Country Club,"5000 West Shore Drive","5000",West Shore Drive,Orchard Lake,MI,"48324",42.5854652,-83.3886691,+1-248-682-0100,https://www.orchardlakecountryclub.com/,"26125",Oakland
relation,14045164,Forest Lake Country Club,"1401 Club Drive","1401",Club Drive,Bloomfield Hills,MI,"48302",42.5982884,-83.2943432,+1-248-332-8300,https://www.flcc.us/,"26125",Oakland
relation,14048126,Wabeek Country Club,"4000 Clubgate Drive","4000",Clubgate Drive,Bloomfield Township,MI,"48302",42.577219,-83.3183536,"",https://www.wabeekcc.org/,"26125",Oakland
relation,14059170,Oakland Hills Country Club,"3951 West Maple Road","3951",West Maple Road,Bloomfield Hills,MI,"48301",42.5453602,-83.271662,+1-248-644-2500,https://www.oaklandhillscc.com/,"26125",Oakland
relation,14070869,Heathers Club of Bloomfield,"900 Upper Scotsborough Way","900",Upper Scotsborough Way,Bloomfield Township,MI,"48304",42.6079141,-83.2341384,"","","26125",Oakland
relation,15056812,Swartz Creek Golf Course,"1902 Hammerberg Road","1902",Hammerberg Road,Flint,MI,"48503",42.9926581,-83.7181854,+1-810-766-7043,http://www.flintcitygolf.com/swartz_creek.html,"26049",Genesee
relation,16048768,The Orchards Golf Club,"62900 Campground Road","62900",Campground Road,Washington Township,MI,"48094",42.7504272,-83.0386488,"","","26099",Macomb
relation,16347138,Owosso Country Club,"4200 North Chipman Street","4200",North Chipman Street,Owosso,MI,"48867",43.0618603,-84.1807201,+1-989-723-1470,https://www.owossocountryclub.com/,"26155",Shiawassee
relation,16701594,Copper Ridge Golf Club,"8475 East Atherton Road","8475",East Atherton Road,Davison,MI,"48423",42.9944434,-83.5359392,+1-810-658-7775,https://golfcopperridge.com/,"26049",Genesee
relation,18610148,The Crown Golf Club,"2430 West Crown Drive","2430",West Crown Drive,Traverse City,MI,"49685",44.7255421,-85.6879062,+1-231-946-2975,https://golfthecrown.com/,"26055",Grand Traverse
relation,18783398,Spruce Run Golf Course,"","","","",MI,"",44.7768013,-85.4862446,"","","26055",Grand Traverse
relation,18783399,The Wolverine Golf Course,"","","","",MI,"",44.7818202,-85.4794462,"","","26055",Grand Traverse
relation,18783400,The Bear Golf Course,"","","","",MI,"",44.780961,-85.4757512,"","","26055",Grand Traverse
relation,18783761,Clearbrook,"6494 Clearbrook Drive","6494",Clearbrook Drive,Saugatuck,MI,"49453",42.6644933,-86.1826923,+1-269-857-2000,https://clearbrookgolfclub.com/,"26005",Allegan
relation,19023281,The Pines Golf Course,"1022 Clubhouse Drive","1022",Clubhouse Drive,Lake Isabella,MI,"48893",43.6441325,-84.9925451,+1-989-644-2300,https://www.thepinesgolfcourse.com/,"26073",Isabella
relation,19033375,Sugar Springs Golf Club,"","","","",MI,"",44.1349147,-84.4396157,"",https://www.sugarsprings.net/Golf/golfcoursehome.html,"26051",Gladwin
relation,19135249,Fox Run Country Club,"","","","",MI,"",44.5926767,-84.7244353,"",https://www.foxruncc.com/,"26039",Crawford
relation,19187400,Colonial Golf Course,"2763 N 72nd Ave","2763",N 72nd Ave,Hart,MI,"49420",43.6974088,-86.3852384,"",https://www.colonialgolfhart.com/,"26127",Oceana
relation,19228400,The Jewel of Grand Blanc,"","","","",MI,"",42.9266232,-83.6043006,"",https://www.jewelgolf.com/,"26049",Genesee
relation,19244524,Oak Pointe Country Club,"4500 Club Drive","4500",Club Drive,Brighton,MI,"48116",42.5333749,-83.858346,+1-810-229-4554,https://www.clubcorp.com/Clubs/Oak-Pointe-Country-Club,"26093",Livingston
relation,19767646,River's Edge Golf Club,"6373 Werth Road","6373",Werth Road,Alpena,MI,"49707",44.9762326,-83.5725401,+1-989-354-4312,https://www.riversedgeofalpena.com/,"26007",Alpena
relation,20020921,LochenHeath Golf Club,"7951 Turnberry Circle","7951",Turnberry Circle,Williamsburg,MI,"49690",44.8031572,-85.4867857,+1-231-938-9800,https://www.lochenheath.com/,"26055",Grand Traverse
relation,20704662,Indian Trails Golf Course,"2776 Kalamazoo Avenue Southeast","2776",Kalamazoo Avenue Southeast,Grand Rapids,MI,"49507",42.9156676,-85.6237407,+1-616-245-2021,https://www.indiantrailsgc.org/,"26081",Kent
way,135624802,Austin Country Club,"","","","",MN,"",43.6779052,-92.9244013,"","","27099",Mower
node,3740889717,West Side Park Disc Golf Course,"5th Street SW","","5th Street SW",Eyota,MN,"55934",43.9848021,-92.2381019,"",https://www.dgcoursereview.com/course.php?id=1995&mode=ci,"27109",Olmsted
node,3810786023,Karlstad Golf Club,"","","","",MN,"",48.5848118,-96.5135719,"","","27069",Kittson
node,4906170618,Minnesota National Golf Course,"23247 478th Lane","23247","478th Lane",McGregor,MN,"55760",46.7073122,-93.3434107,"","","27001",Aitkin
node,4963045600,Karlstad Country Golf Club,"","","","",MN,"",48.5845714,-96.5102568,"","","27069",Kittson
node,6336581321,The Town & Country Club,"300 North Mississippi River Boulevard","300",North Mississippi River Boulevard,Saint Paul,MN,"55104",44.9493395,-93.1988511,+1 651 646 7121,https://www.tcc-club.com,"27123",Ramsey
node,6499058795,Hawley Golf Club,"","","","",MN,"",46.873791,-96.3112789,"","","27027",Clay
node,6516594242,Oneka Ridge Golf Course,"5610 120th Street North","5610","120th Street North",White Bear Lake,MN,"55110",45.1271291,-92.990285,"","","27163",Washington
node,8228912491,Vermilion River Greens,"","","","",MN,"",48.1223666,-92.5243911,"","","27137",St. Louis
node,8483245141,Parker's Lake Golf Center,"1050 Vicksburg Lane North","1050",Vicksburg Lane North,Plymouth,MN,"55447",44.9924011,-93.4801463,"",https://www.threeriversparks.org/location/parkers-lake-golf-center,"27053",Hennepin
node,9708038142,Pioneer Creek,"","","","",MN,"",44.9941223,-93.7480643,"","","27053",Hennepin
node,11215302363,Sota Sims Golf,"23740 Minnesota State Highway 7","23740",Minnesota State Highway 7,Shorewood,MN,"55331",44.8934326,-93.5807667,+1-952-905-1966,"","27053",Hennepin
way,23441306,Enger Park Golf Course,"","","","",MN,"",46.7801435,-92.1325333,"","","27137",St. Louis
way,1367071411,Gravel Pit,"","","","",MN,"",46.401203,-94.3247004,"","","27035",Crow Wing
way,24938668,Lake View National Golf Course,"1349 Highway 61","1349",Highway 61,Two Harbors,MN,"55616",47.0330462,-91.6589096,+1-218-834-2664,https://www.lakeviewnationalgolfcourse.com/,"27075",Lake
way,35567136,Hiawatha Golf Club,"4553 Longfellow Avenue","4553",Longfellow Avenue,Minneapolis,MN,"55407",44.9207799,-93.2403307,+1 612 230 6525,https://www.minneapolisparks.org/golf/courses/hiawatha_golf_club/,"27053",Hennepin
way,35996092,Town & Country Club,"300 North Mississippi River Boulevard","300",North Mississippi River Boulevard,Saint Paul,MN,"55104",44.9520293,-93.1963373,"","","27123",Ramsey
way,38452498,Cedarholm Golf Course,"","","","",MN,"",45.0119268,-93.1591661,"","","27123",Ramsey
way,39394245,Highland 9 Hole Golf Course,"","","","",MN,"",44.9106896,-93.1618941,+1 651 695 3708,https://stpaul.golf/highland-9hole-gc,"27123",Ramsey
way,39394246,Highland National Golf Course,"","","","",MN,"",44.9161306,-93.1619158,"","","27123",Ramsey
way,41434937,Oak Ridge Country Club,"","","","",MN,"",44.9386241,-93.4126217,"","","27053",Hennepin
way,43251101,Midland Hills Country Club,"","","","",MN,"",45.0030658,-93.1961156,"","","27123",Ramsey
way,43275166,Francis Gross Golf Course,"","","","",MN,"",45.0118387,-93.2117265,"","","27053",Hennepin
way,43327353,Edina Country Club,"","","","",MN,"",44.9085388,-93.3444382,"","","27053",Hennepin
way,43378768,Les Bolstad Golf Course,"","","","",MN,"",44.9944895,-93.1922883,"","","27123",Ramsey
way,43635994,Columbia Golf Course,"","","","",MN,"",45.027887,-93.2537787,"","","27053",Hennepin
way,44122262,Centerbrook Golf Course,"","","","",MN,"",45.053512,-93.3160123,"","","27053",Hennepin
way,45022711,Golden Valley Country Club,"7001 Golden Valley Road","7001",Golden Valley Road,Golden Valley,MN,"55427",44.9891468,-93.36958,"","","27053",Hennepin
way,45137204,Shadowbrooke Golf Course,"","","","",MN,"",44.9100562,-94.0589125,"","","27085",McLeod
way,45396323,Interlachen Country Club,"6200 Interlachen Boulevard","6200",Interlachen Boulevard,"",MN,"",44.9150467,-93.3775389,"",https://www.interlachencc.org/,"27053",Hennepin
way,45837317,Manitou Ridge Golf Course,"","","","",MN,"",45.0393689,-92.9998642,"","","27123",Ramsey
way,46344823,Meadowbrook Golf Course,"","","","",MN,"",44.9239856,-93.3680987,"","","27053",Hennepin
way,47200251,Brookview Golf Course,"","","","",MN,"",44.9790735,-93.3856464,"","","27053",Hennepin
way,48579445,Northland Country Club,"","","","",MN,"",46.8301414,-92.0497366,"","","27137",St. Louis
way,50331586,Minnesota Valley Country Club,"","","","",MN,"",44.7971939,-93.3615191,"","","27053",Hennepin
way,54852574,Northfield Golf Club,"","","","",MN,"",44.452981,-93.1384301,"","","27131",Rice
way,55971130,Goodrich Golf Course,"","","","",MN,"",45.0000895,-93.0177538,"","","27123",Ramsey
way,56434764,Virginia Golf Course,"1308 18th Street North","1308","18th Street North",Virginia,MN,"55792",47.5349391,-92.5536063,+1-218-748-7530,https://www.virginiamn.us/department/golf_course/index.php,"27137",St. Louis
way,57388890,Hyland Greens Golf Course,"","","","",MN,"",44.8209391,-93.354469,"","","27053",Hennepin
way,58059511,Mendakota Country Club,"2075 Mendakota Drive","2075",Mendakota Drive,Mendota Heights,MN,"55120",44.8799643,-93.1336123,+1-651-454-2822,https://www.mendakotacc.com/,"27037",Dakota
way,58199586,Lost Spur Country Club,"","","","",MN,"",44.8580611,-93.1746563,"","","27037",Dakota
way,69813042,Prairie Ridge Golf Course,"","","","",MN,"",44.1288584,-93.7120774,"","","27161",Waseca
way,75533915,Northern Hills Golf Course,"","","","",MN,"",44.0724924,-92.5311975,"","","27109",Olmsted
way,75534027,Oak Summit Golf Course,"","","","",MN,"",43.922654,-92.4966084,"","","27109",Olmsted
way,84718382,Worthington Country Club,"","","","",MN,"",43.6274619,-95.6241163,"","","27105",Nobles
way,98557181,Dwan Golf Course,"","","","",MN,"",44.8011921,-93.3232782,"","","27053",Hennepin
way,99976750,Birnamwood Golf Course,"12424 Parkwood Drive","12424",Parkwood Drive,Burnsville,MN,"55337",44.7775094,-93.260869,+1-952-641-1370,http://www.birnamwoodgolfcourse.com/,"27037",Dakota
way,102360465,Rochester Golf & Country Club,"3100 Country Club Road SW","3100",Country Club Road SW,Rochester,MN,"55902",44.0182904,-92.5101049,+1 507 282 2708,https://www.rgcc.org/,"27109",Olmsted
way,107458395,Cimarron Golf Course,"","","","",MN,"",44.9594441,-92.8806082,"","","27163",Washington
way,111780595,Faribault Golf Club,"","","","",MN,"",44.3125469,-93.2978629,"",https://www.faribaultgolf.com/,"27131",Rice
way,112436604,Braemar Golf Course,"","","","",MN,"",44.8677769,-93.3857056,"","","27053",Hennepin
way,117201879,Bemidji Town & Country Club,"2425 Birchmont Beach Road Northeast","2425",Birchmont Beach Road Northeast,Bemidji,MN,"56601",47.5443118,-94.8364654,"","","27007",Beltrami
way,117447274,Tianna Country Club,"","","","",MN,"",47.0773431,-94.5836335,"","","27021",Cass
way,120402158,Brookland Golf Park,"8232 Regent Avenue North","8232",Regent Avenue North,Brooklyn Park,MN,"55443",45.1037334,-93.3438256,+1-763-488-6497,https://www.brooklandgolfpark.org/,"27053",Hennepin
way,123662161,Southview Country Club,"","","","",MN,"",44.8857115,-93.0754228,"","","27037",Dakota
way,124009749,Westfield Golf Club,"1460 West 5th Street","1460",West 5th Street,Winona,MN,"55987",44.0568435,-91.6768867,+1-507-452-6901,https://www.westfieldgolfclub.com/,"27169",Winona
way,131704977,Blackduck Municipal Golf Course,"20857 Blackduck Lake Rd NE","20857",Blackduck Lake Rd NE,Blackduck,MN,"56630",47.7332397,-94.5826152,+1-218-835-7757,"","27007",Beltrami
way,132510791,Blueberry Hills Golf Course,"","","","",MN,"",47.3624962,-93.783578,"","","27061",Itasca
way,132629200,Sandtrap Golf Course,"","","","",MN,"",47.3740525,-94.6256847,"","","27021",Cass
way,132778552,Wayzata Country Club,"200 Wayzata Boulevard","200",Wayzata Boulevard,Wayzata,MN,"55391",44.9808778,-93.5311703,+1-952-473-8846,http://wayzatacc.com,"27053",Hennepin
way,133567145,Stewartville Golf Club,"","","","",MN,"",43.8656716,-92.4831976,"","","27109",Olmsted
way,135120973,Hadley Creek Golf Learning Center,"","","","",MN,"",44.0766938,-92.437433,"","","27109",Olmsted
way,138533027,Bear Cave Park DISC Golf Course,"","","","",MN,"",43.8605316,-92.4981869,"","","27109",Olmsted
way,142328137,Eastwood Golf Club,"","","","",MN,"",44.0062583,-92.4062347,"","","27109",Olmsted
way,143215316,Valleywood Golf Course,"","","","",MN,"",44.7715879,-93.1588551,"","","27037",Dakota
way,145393347,Chosen Valley Golf Club,"","","","",MN,"",43.8356306,-92.1698965,"","","27045",Fillmore
way,145749202,Babbitt Golf Course,"2808 Ely-Babbitt Rd","2808",Ely-Babbitt Rd,Babbitt,MN,"55706",47.7138135,-91.9803402,"","","27137",St. Louis
way,146993065,Pine Island Golf Course,"920 8th Street SE","920","8th Street SE","",MN,"55963",44.1992178,-92.6266955,+1-507-356-8252,https://www.pineislandgolf.com/,"27049",Goodhue
way,147361247,St. Charles Disc Golf Course,"","","","",MN,"",43.957897,-92.0515494,"","","27169",Winona
way,147370431,Disc Golf Course,"","","","",MN,"",44.0092435,-92.4473229,"","","27109",Olmsted
node,2882365085,The Hill Course,"","","","",MO,"",38.986333,-94.5238809,"","","29095",Jackson
way,147599113,St. Charles Golf Club,"1920 Gladiola Drive","1920",Gladiola Drive,"",MN,"55972",43.9579252,-92.0462271,+1-507-932-5444,https://www.stcharlesgolfclub.com/,"27169",Winona
way,148771677,Cannon Golf Club,"","","","",MN,"",44.5168658,-92.9313022,"","","27037",Dakota
way,149967693,Maple Valley Golf & Country Club,"8600 Maple Valley Road SE","8600",Maple Valley Road SE,Rochester,MN,"55904",43.8956928,-92.3774583,+1-507-285-9100,https://www.maplevalleygolf.com/,"27109",Olmsted
way,151555137,Willow Creek Country Club,"","","","",MN,"",43.9479613,-92.4859182,"","","27109",Olmsted
way,151555138,Little Willow Executive Course,"","","","",MN,"",43.9487297,-92.4820307,"","","27109",Olmsted
way,153650748,Stillwater Country Club,"1421 North 4th Street","1421",North 4th Street,Stillwater,MN,"55082",45.0716682,-92.8188165,+1-651-439-7979,https://www.sccgolf.com/,"27163",Washington
way,153735684,Zumbrota Golf Club,"80 Golf Links Avenue","80",Golf Links Avenue,Zumbrota,MN,"55992",44.3131768,-92.6774134,+1 507 732 5817,https://www.zumbrotagolfclub.com/,"27049",Goodhue
way,157303945,Burl Oaks Golf Club,"","","","",MN,"",44.9752962,-93.6642856,"","","27053",Hennepin
way,157330030,Somerby Golf Club,"","","","",MN,"",44.0473158,-92.6360298,"","","27109",Olmsted
way,158299995,Ferndale Country Club,"","","","",MN,"",43.7843819,-91.721074,"","","27055",Houston
way,159252223,Somerset Country Club,"","","","",MN,"",44.9016916,-93.111439,"","","27037",Dakota
way,161134706,IBM Disc Golf Course,"","","","",MN,"",44.0549651,-92.4997815,"",https://www.dgcoursereview.com/course.php?id=655,"27109",Olmsted
way,161812937,Pine Beach East Golf Course,"11266 Pine Beach Peninsula","11266",Pine Beach Peninsula,Brainerd,MN,"56401",46.3918232,-94.3756937,"","","27021",Cass
way,165359354,Island Lake Golf,"1000 Red Fox Road","1000",Red Fox Road,"",MN,"",45.0558884,-93.1399931,"","","27123",Ramsey
way,165839415,North Oaks Golf Course,"","","","",MN,"",45.0842743,-93.0952433,"","","27123",Ramsey
way,166513058,Zumbro Valley Golf Course,"25202 615th Street","25202","615th Street",Mantorville,MN,"55955",44.0604895,-92.7308079,+1 507 635 2821,http://www.zvrc.com/,"27039",Dodge
way,167813941,Silver Bay Golf Course,"17 Golf Course Road","17",Golf Course Road,Silver Bay,MN,"55614",47.2749091,-91.313673,"","","27075",Lake
way,175655077,Ridges at Sand Creek,"","","","",MN,"",44.6399782,-93.6060722,"","","27139",Scott
way,175956761,Southern Hills Golf Course,"18950 Chippendale Avenue","18950",Chippendale Avenue,Farmington,MN,"55024",44.6767585,-93.1314807,"","","27037",Dakota
way,178310986,Oak Marsh Golf Course,"526 Inwood Avenue North","526",Inwood Avenue North,Oakdale,MN,"55128",44.9567679,-92.9432166,+1-651-730-8886,https://www.oakmarshgolf.com/,"27163",Washington
way,181190189,Dodge Country Club,"18187 County Road 34","18187",County Road 34,"",MN,"55927",44.0374844,-92.8784811,+1-507-374-2374,https://www.dodgecountryclub.com/,"27039",Dodge
way,181502951,Emerald Greens,"","","","",MN,"",44.7366678,-92.9661495,"","","27037",Dakota
way,198340121,Majestic Oaks Golf Club,"701 Bunker Lake Boulevard Northeast","701",Bunker Lake Boulevard Northeast,Ham Lake,MN,"55304",45.2206816,-93.2494181,+1-763-755-2140,https://www.majesticoaksgolfclub.com,"27003",Anoka
way,200045218,Slayton Country Club,"","","","",MN,"",44.0032908,-95.7566487,"","","27101",Murray
way,202826026,Lester Park Golf Course,"","","","",MN,"",46.8492873,-91.9964496,"","","27137",St. Louis
way,207510767,Chomonix Golf Course,"","","","",MN,"",45.1606061,-93.1035668,"","","27003",Anoka
way,208261618,Proctor Golf Club and Course,"","","","",MN,"",46.7397093,-92.2243039,"","","27137",St. Louis
way,215184096,Perham Lakeside Golf Club,"2727 450th Street","2727","450th Street",Perham,MN,"56573",46.6145913,-95.5718523,+1-218-346-6070,https://www.perhamlakeside.com/,"27111",Otter Tail
way,219434553,Marshall Golf Club,"","","","",MN,"",44.438898,-95.8047466,"","","27083",Lyon
way,220685227,Hidden Greens,"","","","",MN,"",44.6595231,-92.8389274,"","","27037",Dakota
way,226328141,Piper Hills Golf Course,"","","","",MN,"",44.1533965,-92.1727026,"","","27157",Wabasha
way,233928052,Owatonna Country Club,"1991 Lemond Road","1991",Lemond Road,Owatonna,MN,"55060",44.0660181,-93.2457856,+1-507-451-6120,https://www.owatonnacc.com/,"27147",Steele
way,234100224,Bluff Creek Golf Course,"","","","",MN,"",44.8226905,-93.5490049,"","","27019",Carver
way,234100226,Halla Greens,"","","","",MN,"",44.8244817,-93.5348283,"","","27019",Carver
way,234946669,Ma Cal Grove Country Club,"","","","",MN,"",43.6162808,-91.5015432,"","","27055",Houston
way,235260997,Straight River Golf Course,"","","","",MN,"",44.2486238,-93.2364321,"",http://www.straightrivergc.com/,"27131",Rice
way,236505345,Red Wing Golf Club,"1311 West 6th Street","1311",West 6th Street,Red Wing,MN,"55066",44.5542503,-92.5449055,+1-651-388-9524,http://www.redwinggolfclub.com/,"27049",Goodhue
way,239698324,Carefree Country Club,"","","","",MN,"",45.3910629,-93.7650881,"","","27141",Sherburne
way,240736361,The Jewel Golf Club,"","","","",MN,"",44.4423974,-92.2941901,"","","27157",Wabasha
way,240741400,Lake City Golf,"33587 Lakeview Drive","33587",Lakeview Drive,Lake City,MN,"55041",44.465726,-92.2981673,+1 651 345 3221,https://www.lakecitygolf.com/,"27049",Goodhue
way,242307204,Adrian Country Club,"","","","",MN,"",43.626303,-95.9384043,"",http://www.adriancountryclub.com/,"27105",Nobles
way,242308777,Pipestone Golf & Country Club,"","","","",MN,"",43.9887832,-96.3043198,"",https://pipestonecc.com/,"27117",Pipestone
way,252840746,Green Lea Golf Course,"","","","",MN,"",43.6684394,-93.3679426,"","","27047",Freeborn
way,255218235,Green Haven Golf Course,"","","","",MN,"",45.2104404,-93.4016295,"",https://greenhavengolfcourse.com,"27003",Anoka
way,256204548,Hawley Golf and Country Club,"","","","",MN,"",46.8711151,-96.308689,"","","27027",Clay
way,256342218,Crow River Country Club,"915 Colorado Street","915",Colorado Street,Hutchinson,MN,"55350",44.9068093,-94.3970835,"","","27085",McLeod
way,259004651,Meadow Greens Golf Course,"25238 540th Avenue","25238","540th Avenue","",MN,"55912",43.7212354,-92.9648746,+1-507-433-4878,https://www.meadowgreensgc.com/sites/courses/layout9.asp?id=722&page=40268,"27099",Mower
way,259004652,River Oaks Golf Club,"54384 244th Street","54384","244th Street","",MN,"55912",43.7119203,-92.9616386,+1-507-433-9098,"http://www.rivergolf1.com/riveroaks/Course%20layout,%20leagues,%20scorecard.htm","27099",Mower
way,261793538,The Ponds at Battle Creek,"601 Century Avenue South","601",Century Avenue South,Maplewood,MN,"55119",44.9248736,-92.9870273,+1-651-501-6321,http://www.pondsatbattlecreek.com/,"27123",Ramsey
way,268196024,Root River Country Club,"","","","",MN,"",43.6244214,-92.3919887,"","","27045",Fillmore
way,272718877,Pebble Lake Golf Course,"","","","",MN,"",46.2459945,-96.0384136,"","","27111",Otter Tail
way,469512918,Fox Lake Golf Course,"","","","",MN,"",43.6692111,-94.7234296,"","","27091",Martin
way,273638782,Long Prairie Country Club,"406 6th Street SE","406","6th Street SE",Long Prairie,MN,"56347",45.9655213,-94.8502619,+1-320-732-3312,https://www.longprairiecountryclub.com/,"27153",Todd
way,274480512,Veterans Golf Course,"","","","",MN,"",45.572486,-94.221481,"","","27145",Stearns
way,296331946,Valley Golf Course,"2407 River Road Northwest","2407",River Road Northwest,East Grand Forks,MN,"56271",47.9506346,-97.0440377,+1-218-773-1207,https://www.valleygolfegf.com/,"27119",Polk
way,296377718,Applewood Hills Golf Course,"11840 60th Street North","11840","60th Street North",Stillwater,MN,"55082",45.0398454,-92.8682378,+1-651-439-7276,https://www.applewoodhillsgolf.com/,"27163",Washington
